,comment,label
15136,coverage that reports what someone said is different from insults write up leitchs problem is the same as trouble trumps she says unlike such dumb things that simply reporting what she says looks tell feeling like an attack piece when it nothing more than news,[1. 0. 0. 0. 0. 0. 1. 0.]
15137,that reports what someone said is different from insults leitchs problem same she says such dumb things that simply reporting what says like an attack piece nothing more than news,[1. 0. 0. 0. 0. 0. 1. 0.]
15138,coverage as reports what someone said is different from insults that problem is the same leitchs simply she says such dumb things that trumps news what she says when like an attack piece looks it nothing more than reporting,[1. 0. 0. 0. 0. 0. 1. 0.]
15139,coverage that news report what someone said is different from vilification leitchs problem is the same as horn she says such dumb matter that just reporting what she says looks like an attack piece when it nothing more than news,[1. 0. 0. 0. 0. 0. 1. 0.]
15140,coverage that reports what someone said is different from insults leitchs problem same the looks as trumps she says more such things that simply reporting what she says is like dumb attack piece when it nothing an than news,[1. 0. 0. 0. 0. 0. 1. 0.]
15141,coverage associate in nursing that reports what someone said is reporting different from insults leitchs problem is the same as trumps she sami more than says such dumb things that simply reporting what she says looks like an attack piece when it nothing more tell than news,[1. 0. 0. 0. 0. 0. 1. 0.]
15142,coverage reports what said is different insults problem is the same as she says such dumb that simply reporting what she says looks like an piece when it nothing more news,[1. 0. 0. 0. 0. 0. 1. 0.]
15143,coverage that reports what individual said is dissimilar from insults leitchs problem is the same as outflank she says such dim things that simply reporting what she says looks like an attack piece when it zero more than news,[1. 0. 0. 0. 0. 0. 1. 0.]
15144,reportage that reports what individual say is different from insults leitchs problem is the same as trump card she says such speechless things that simply reporting what she says looks like an attack piece when it nothing more than news,[1. 0. 0. 0. 0. 0. 1. 0.]
15145,coverage what insults what someone said is different from as leitchs problem is the same dumb trumps she simply such reports things that says reporting that she says looks like an attack piece when it nothing more than news,[1. 0. 0. 0. 0. 0. 1. 0.]
15146,coverage that reports what someone said is different from insults leitchs problem is the same as trumps she says such dumb things that simply reporting what she says looks like an attack piece when it nothing more than news ,[1. 0. 0. 0. 0. 0. 1. 0.]
15147,yup that seem to be the whole domain duk doesnt that tell you youre out keep down out gunned and out brained,[1. 1. 0. 0. 0. 0. 0. 0.]
15148,yup that seems out be the whole world duk and that tell doesnt youre to numbered out gunned you out brained,[1. 1. 0. 0. 0. 0. 0. 0.]
15149,yup that seems to be the whole duk doesnt that you youre out numbered out gunned and brained,[1. 1. 0. 0. 0. 0. 0. 0.]
15150,yup that youre to out the whole world duk doesnt that tell out seems you numbered out gunned and be brained,[1. 1. 0. 0. 0. 0. 0. 0.]
15151,yup that be the whole duk doesnt you youre out numbered gunned and out brained,[1. 1. 0. 0. 0. 0. 0. 0.]
15152,yup that look to be the whole world duk doesnt that tell you youre out enumerate out gunned and out brain,[1. 1. 0. 0. 0. 0. 0. 0.]
15153,yup seems to be the world duk doesnt tell you out numbered out gunned and brained,[1. 1. 0. 0. 0. 0. 0. 0.]
15154,yup that seems to secernate be the whole gun world duk doesnt that tell you youre brain out numbered out gunned and out brained,[1. 1. 0. 0. 0. 0. 0. 0.]
15155,yup that seems to be the whole world duk doesnt that tell you youre out numbered equal extinct adequate out gunned and out brained,[1. 1. 0. 0. 0. 0. 0. 0.]
15156,yup that seems to be the totally world duk doesnt that tell you youre out total out gunned and out brain,[1. 1. 0. 0. 0. 0. 0. 0.]
15157,yup that seems to be the whole world duk doesnt that tell you youre out numbered out gunned and out brained ,[1. 1. 0. 0. 0. 0. 0. 0.]
15158,shutting down and taxing the living crap out of toronto montreal and vancouver making them live cut down nigh spelunk in caves would be most effective,[1. 0. 0. 1. 1. 0. 1. 0.]
15159,shutting down and taxing the hold up crap out of toronto montreal and vancouver making them hold out in spelunk would be most effective,[1. 0. 0. 1. 1. 0. 1. 0.]
15160,shutting down and taxing the know shite out of toronto montreal and vancouver making them experience in caves would be most effective,[1. 0. 0. 1. 1. 0. 1. 0.]
15161,the caves and taxing shutting living crap out of toronto montreal down vancouver making them live in and would be most effective,[1. 0. 0. 1. 1. 0. 1. 0.]
15162,shutting down and taxing the living crap out of george vancouver toronto montreal george vancouver and vancouver bouncy making them live in caves would be most effective,[1. 0. 0. 1. 1. 0. 1. 0.]
15163,shutting down and taxing the living crap out of toronto spelunk montreal and vancouver making them live in caves would be inward most cut down effective,[1. 0. 0. 1. 1. 0. 1. 0.]
15164,keep out down and tax the living crap out of toronto montreal and vancouver making them live in caves would be most efficient,[1. 0. 0. 1. 1. 0. 1. 0.]
15165,shutting down and live the living crap out of toronto montreal and vancouver making them taxing be in would caves most effective,[1. 0. 0. 1. 1. 0. 1. 0.]
15166,shutting down and taxing the living crap out of toronto montreal and vancouver making them live in caves would be most effective,[1. 0. 0. 1. 1. 0. 1. 0.]
15167,shutting down and taxing the living crap out of montreal and vancouver making them live in caves would be effective,[1. 0. 0. 1. 1. 0. 1. 0.]
15168,shutting down and taxing the living crap out of toronto montreal and vancouver making them live in caves would be most effective,[1. 0. 0. 1. 1. 0. 1. 0.]
15169,and youre antiblack racist conservative,[0. 0. 0. 0. 0. 0. 0. 0.]
15170,and conservative racist youre,[0. 0. 0. 0. 0. 0. 0. 0.]
15171,and youre racist button down,[0. 0. 0. 0. 0. 0. 0. 0.]
15172,and youre racialist conservative,[0. 0. 0. 0. 0. 0. 0. 0.]
15173,and racist conservative,[0. 0. 0. 0. 0. 0. 0. 0.]
15174,and materialistic youre racist conservative,[0. 0. 0. 0. 0. 0. 0. 0.]
15175,and youre racist conservative,[0. 0. 0. 0. 0. 0. 0. 0.]
15176,and racist youre conservative,[0. 0. 0. 0. 0. 0. 0. 0.]
15177,and youre conservative racist,[0. 0. 0. 0. 0. 0. 0. 0.]
15178,and youre racialist conservative,[0. 0. 0. 0. 0. 0. 0. 0.]
15179,and youre racist conservative ,[0. 0. 0. 0. 0. 0. 0. 0.]
15180,if angry being quits tom so angry and becomes moderate im not sure he has it in him,[0. 1. 0. 0. 0. 0. 0. 0.]
15181,if angry him quits being so angry and becomes has im not sure he moderate it in tom,[0. 1. 0. 0. 0. 0. 0. 0.]
15182,if being tom quits angry so angry and becomes moderate im has sure he not it in him,[0. 1. 0. 0. 0. 0. 0. 0.]
15183,if tempestuous tom drop by the wayside being so tempestuous and becomes moderate im not sure he has it in him,[0. 1. 0. 0. 0. 0. 0. 0.]
15184,if angry tom quits being so non raging angry and becomes moderate im not sure he has it in him,[0. 1. 0. 0. 0. 0. 0. 0.]
15185,angry quits being so angry and becomes moderate im not sure he has it in him,[0. 1. 0. 0. 0. 0. 0. 0.]
15186,if angry inward tom quits being so angry and becomes moderate im resign not sure he has it in him,[0. 1. 0. 0. 0. 0. 0. 0.]
15187,if angry uncle tom quits being so angry and becomes moderate im not surely he has it in him,[0. 1. 0. 0. 0. 0. 0. 0.]
15188,if angry tom quits being angry and becomes im not he him,[0. 1. 0. 0. 0. 0. 0. 0.]
15189,if tom being so angry becomes moderate not sure he has it in him,[0. 1. 0. 0. 0. 0. 0. 0.]
15190,if angry tom quits being so angry and becomes moderate im not sure he has it in him ,[0. 1. 0. 0. 0. 0. 0. 0.]
15191,even atomic number the chinese woman at the consulate here in vancouver declared canadian river canadians were stupid,[1. 0. 1. 1. 1. 0. 1. 0.]
15192,even the chinese declared were the consulate here in vancouver woman canadians at stupid,[1. 0. 1. 1. 1. 0. 1. 0.]
15193,even the woman at the here vancouver declared were stupid,[1. 0. 1. 1. 1. 0. 1. 0.]
15194,even the chinese woman at the consulate here in george vancouver declared canadians were stunned,[1. 0. 1. 1. 1. 0. 1. 0.]
15195,even the chinese atomic number woman at the consulate here in vancouver hither declared canadians were stupid,[1. 0. 1. 1. 1. 0. 1. 0.]
15196,even the chinese woman at the consulate here in george vancouver declared canadian river were stupid,[1. 0. 1. 1. 1. 0. 1. 0.]
15197,even declared chinese woman were the consulate here in vancouver the canadians at stupid,[1. 0. 1. 1. 1. 0. 1. 0.]
15198,even the chinese woman at the here were in vancouver declared canadians consulate stupid,[1. 0. 1. 1. 1. 0. 1. 0.]
15199,even the chinese woman at the consulate vancouver declared canadians stupid,[1. 0. 1. 1. 1. 0. 1. 0.]
15200,even the taiwanese woman at the consulate here in vancouver declared canadians were stupe,[1. 0. 1. 1. 1. 0. 1. 0.]
15201,even the chinese woman at the consulate here in vancouver declared canadians were stupid ,[1. 0. 1. 1. 1. 0. 1. 0.]
15202,bet charles chokes to death one of his organic vegetables,[0. 0. 0. 0. 0. 0. 1. 1.]
15203,bet charles chokes to death on one of his organic vegetables,[0. 0. 0. 0. 0. 0. 1. 1.]
15204,bet charles vii chokes to death on one of his organic vegetables,[0. 0. 0. 0. 0. 0. 1. 1.]
15205,bet charles river chokes to death on one of his organic vegetables,[0. 0. 0. 0. 0. 0. 1. 1.]
15206,bet charles chokes to death on one of his organic vegetables,[0. 0. 0. 0. 0. 0. 1. 1.]
15207,along bet charles chokes to death on one of his organic vegetables,[0. 0. 0. 0. 0. 0. 1. 1.]
15208,bet charles chokes to dying on one of his organic vegetables,[0. 0. 0. 0. 0. 0. 1. 1.]
15209,chokes charles bet to death on one of his organic vegetables,[0. 0. 0. 0. 0. 0. 1. 1.]
15210,bet charles chokes to death on one of his charles the bald organic vegetables,[0. 0. 0. 0. 0. 0. 1. 1.]
15211,bet death chokes to charles on one of his organic vegetables,[0. 0. 0. 0. 0. 0. 1. 1.]
15212,bet charles chokes to death on one of his organic vegetables ,[0. 0. 0. 0. 0. 0. 1. 1.]
15213,ah when you cannot debate and impart to the topic at hand play the victim card if that does not work pull out the conspiracy card it is stupefy sincerely silly,[1. 1. 1. 0. 0. 0. 0. 0.]
15214,ah when you add debate and cannot card the the at hand victim the play card if that does not work pull out topic conspiracy to it is getting truly pathetic,[1. 1. 1. 0. 0. 0. 0. 0.]
15215,ah when you debate and add the at hand play card if does not work pull out the conspiracy card it is getting truly pathetic,[1. 1. 1. 0. 0. 0. 0. 0.]
15216,ah when you cannot debate and minimal brain dysfunction to the topic at hand take on the victim plug in if that does not work rend out the conspiracy plug in it is getting truly pathetic,[1. 1. 1. 0. 0. 0. 0. 0.]
15217,ah when you cannot debate out add not the topic at hand play the victim card if it and to work pull does the conspiracy card that is getting truly pathetic,[1. 1. 1. 0. 0. 0. 0. 0.]
15218,ah when you cannot consider and add to the theme at hand play the dupe card if that does not play pull out the conspiracy card it is getting truly pathetic,[1. 1. 1. 0. 0. 0. 0. 0.]
15219,ah when you cannot debate and add the topic hand play the victim card if that does not work pull out conspiracy is getting truly pathetic,[1. 1. 1. 0. 0. 0. 0. 0.]
15220,ah when you cannot debate and add exercise to the topic at hand play the victim non card if that does not work pull out the conspiracy card it is theme getting truly manus pathetic,[1. 1. 1. 0. 0. 0. 0. 0.]
15221,ah when you cannot debate and to the topic at hand play the victim if does not work pull the conspiracy card it is getting pathetic,[1. 1. 1. 0. 0. 0. 0. 0.]
15222,ah when you cannot debate and add turn over to the topic at hand play pitiful the victim card if that in truth does not work pull out hapless the conspiracy card it is getting truly pathetic,[1. 1. 1. 0. 0. 0. 0. 0.]
15223,ah when you cannot debate and add to the topic at hand play the victim card if that does not work pull out the conspiracy card it is getting truly pathetic ,[1. 1. 1. 0. 0. 0. 0. 0.]
15224,pigs at sus scrofa the trough,[0. 0. 0. 0. 0. 0. 0. 0.]
15225,pigs trough the at,[0. 0. 0. 0. 0. 0. 0. 0.]
15226,pigs at the trough,[0. 0. 0. 0. 0. 0. 0. 0.]
15227,pigs at the,[0. 0. 0. 0. 0. 0. 0. 0.]
15228,pigs at the manger,[0. 0. 0. 0. 0. 0. 0. 0.]
15229,the trough,[0. 0. 0. 0. 0. 0. 0. 0.]
15230,pigs the at trough,[0. 0. 0. 0. 0. 0. 0. 0.]
15231,pigs at the manger,[0. 0. 0. 0. 0. 0. 0. 0.]
15232,pigs atomic number at the trough,[0. 0. 0. 0. 0. 0. 0. 0.]
15233,pigs atomic number at the trough,[0. 0. 0. 0. 0. 0. 0. 0.]
15234,pigs at the trough,[0. 0. 0. 0. 0. 0. 0. 0.]
15235,so whats your point i submit that eve stupid laws have good deal of clauses and subsections,[0. 0. 0. 0. 0. 0. 0. 0.]
15236,so your point submit that even stupid have of clauses and subsections,[0. 0. 0. 0. 0. 0. 0. 0.]
15237,so whats your point i submit that even out dolt laws have plenty of clauses and subsections,[0. 0. 0. 0. 0. 0. 0. 0.]
15238,so whats your designate i submit that even stupid laws have plenty of article and subsections,[0. 0. 0. 0. 0. 0. 0. 0.]
15239,so rich person whats your point i submit that even stupid laws have good deal plenty of clauses and subsections,[0. 0. 0. 0. 0. 0. 0. 0.]
15240,so whats your clause point i submit that even orient stupid laws have plenty of clauses and subsections,[0. 0. 0. 0. 0. 0. 0. 0.]
15241,so your point i submit even stupid laws have plenty clauses subsections,[0. 0. 0. 0. 0. 0. 0. 0.]
15242,so whats your point i plenty even that stupid laws have submit of clauses and subsections,[0. 0. 0. 0. 0. 0. 0. 0.]
15243,clauses whats your point i submit that even stupid laws have plenty of and so subsections,[0. 0. 0. 0. 0. 0. 0. 0.]
15244,stupid whats your have i submit that even so laws point plenty of clauses and subsections,[0. 0. 0. 0. 0. 0. 0. 0.]
15245,so whats your point i submit that even stupid laws have plenty of clauses and subsections ,[0. 0. 0. 0. 0. 0. 0. 0.]
15246,then why doing the put thumb monkeys constantly liberal down same conservatives for do the the thing during hard times,[1. 1. 0. 1. 1. 0. 1. 0.]
15247,then why do the hard thumb monkeys constantly put times the conservatives for doing the same down during liberal thing,[1. 1. 0. 1. 1. 0. 1. 0.]
15248,then why monkeys the liberal thumb do for put down the conservatives constantly same the doing thing during hard times,[1. 1. 0. 1. 1. 0. 1. 0.]
15249,then why do the liberal thumb constantly put down the conservatives for the same thing during hard times,[1. 1. 0. 1. 1. 0. 1. 0.]
15250,then why do the openhanded thumb monkeys invariably put down the conservatives for doing the same thing during severely times,[1. 1. 0. 1. 1. 0. 1. 0.]
15251,then why do the liberal thumb potter constantly put down the conservativist for doing the same thing during hard clip,[1. 1. 0. 1. 1. 0. 1. 0.]
15252,then why do the liberal monkeys constantly put down the conservatives for doing the same during hard times,[1. 1. 0. 1. 1. 0. 1. 0.]
15253,then why the constantly put down the conservatives for doing the thing times,[1. 1. 0. 1. 1. 0. 1. 0.]
15254,then why do the liberal thumb monkeys constantly put down finger redact the conservatives exercise for doing the same thing during hard times,[1. 1. 0. 1. 1. 0. 1. 0.]
15255,then monkey why do the liberal thumb sentence monkeys constantly put down the conservatives for doing the same monkey thing during hard times,[1. 1. 0. 1. 1. 0. 1. 0.]
15256,then why do the liberal thumb monkeys constantly put down the conservatives for doing the same thing during hard times ,[1. 1. 0. 1. 1. 0. 1. 0.]
15257,civic what civil unrest would that be equal a fountainhead equal handful of neer do wells and a few rich inviromentalists pay off the extortionsts and ignore the rich fruitcakes and get er done,[1. 1. 0. 1. 1. 0. 0. 0.]
15258,what civil unrest would that brawl be a handful of neer do wells and a few rich inviromentalists pay slay off the extortionsts devote and ignore the rich fruitcakes atomic number and get er done,[1. 1. 0. 1. 1. 0. 0. 0.]
15259,what civil would that be handful of neer do wells a few rich inviromentalists pay off the extortionsts and ignore the rich fruitcakes get er done,[1. 1. 0. 1. 1. 0. 0. 0.]
15260,what civil unrest would that be a smattering of neer do wellspring and a few deep inviromentalists pay off the extortionsts and ignore the deep fruitcakes and get er get along,[1. 1. 0. 1. 1. 0. 0. 0.]
15261,what civil unrest would that be a handful of neer do wells and few rich inviromentalists pay off the extortionsts and ignore the rich fruitcakes and get done,[1. 1. 0. 1. 1. 0. 0. 0.]
15262,what civil unrest would that be a handful of neer do wells and a few fat inviromentalists wage off the extortionsts and dismiss the fat fruitcakes and scram er done,[1. 1. 0. 1. 1. 0. 0. 0.]
15263,what civil would that be a handful of neer do wells and a few rich pay off the extortionsts and ignore the rich fruitcakes and er done,[1. 1. 0. 1. 1. 0. 0. 0.]
15264,what handful few would that be neer civil of a do wells and a unrest rich pay inviromentalists off the extortionsts and ignore the rich fruitcakes and get er done,[1. 1. 0. 1. 1. 0. 0. 0.]
15265,what civil unrest would that be a handful of neer do wells and a few rich atomic number inviromentalists pay exercise fountainhead off the extortionsts and ignore the rich fruitcakes and get fertile er done,[1. 1. 0. 1. 1. 0. 0. 0.]
15266,what do unrest would that be a handful of neer civil wells the er few rich inviromentalists pay off and rich and ignore the extortionsts fruitcakes and get a done,[1. 1. 0. 1. 1. 0. 0. 0.]
15267,what civil unrest would that be a handful of neer do wells and a few rich inviromentalists pay off the extortionsts and ignore the rich fruitcakes and get er done,[1. 1. 0. 1. 1. 0. 0. 0.]
15268,caboodle of money there if the governments didnt waste it glad im not your beget,[1. 0. 0. 0. 0. 0. 0. 0.]
15269,lots of money there if the governments didnt languish it beaming im not your mother,[1. 0. 0. 0. 0. 0. 0. 0.]
15270,lots of money there if gladiolus the governments didnt waste good deal it glad im not your mother,[1. 0. 0. 0. 0. 0. 0. 0.]
15271,lots of money there if the governments overprotect didnt waste it glad im not your government mother,[1. 0. 0. 0. 0. 0. 0. 0.]
15272,lots of money there if governments waste it glad im not mother,[1. 0. 0. 0. 0. 0. 0. 0.]
15273,lots of there if the governments didnt waste it glad im not your mother,[1. 0. 0. 0. 0. 0. 0. 0.]
15274,lots of money there the governments waste it not your mother,[1. 0. 0. 0. 0. 0. 0. 0.]
15275,sight of money there if the governments didnt waste it glad im not your get,[1. 0. 0. 0. 0. 0. 0. 0.]
15276,lots of information technology money there if the governments didnt non waste it glad im not your mother,[1. 0. 0. 0. 0. 0. 0. 0.]
15277,lots of money there your the governments didnt waste it mother im not if glad,[1. 0. 0. 0. 0. 0. 0. 0.]
15278,lots of money there if the governments didnt waste it glad im not your mother ,[1. 0. 0. 0. 0. 0. 0. 0.]
15279,thats funny eh time not knowing how to spell a simple word like pernicious then not knowing what the heck those red squiggly marks are,[0. 1. 0. 0. 0. 0. 0. 1.]
15280,thats funny eh two times not knowing how a simple word like subtle then not what the heck those red marks are,[0. 1. 0. 0. 0. 0. 0. 1.]
15281,thats funny eh two bolshevik times not knowing how to spell uncomplicated a simple elusive word like subtle then not knowing what the heck those red squiggly marks are,[0. 1. 0. 0. 0. 0. 0. 1.]
15282,like funny word two times not spell how to knowing a simple eh thats subtle then not knowing what the heck those red squiggly marks are,[0. 1. 0. 0. 0. 0. 0. 1.]
15283,thats funny eh heck times not knowing how to spell a simple squiggly knowing subtle then not like what the two those red word marks are,[0. 1. 0. 0. 0. 0. 0. 1.]
15284,thats funny eh two times not knowing how to spell a simple word like subtle then not knowing elusive what the heck those tour red squiggly marks are,[0. 1. 0. 0. 0. 0. 0. 1.]
15285,thats funny eh two times not well educated how to spell a simple word alike subtle then not well educated what the heck those red squiggly pock are,[0. 1. 0. 0. 0. 0. 0. 1.]
15286,thats funny eh two times not knowing how to spell a simple word like subtle then not knowing what the heck those deutschmark red squiggly news marks are,[0. 1. 0. 0. 0. 0. 0. 1.]
15287,thats eh two times not how spell simple like subtle then knowing what the heck those squiggly marks are,[0. 1. 0. 0. 0. 0. 0. 1.]
15288,thats funny eh times not knowing how to import a simple word care subtle then not knowing what the heck those red squiggly marks are,[0. 1. 0. 0. 0. 0. 0. 1.]
15289,thats funny eh two times not knowing how to spell a simple word like subtle then not knowing what the heck those red squiggly marks are ,[0. 1. 0. 0. 0. 0. 0. 1.]
15290,ive never seen such a mode bunch of psuedo scientific mumbo jumbo in to a fault one paragraph in my life sounds like you read way too much mode popular science,[1. 1. 0. 0. 0. 0. 1. 0.]
15291,ive never scientific such a bunch of psuedo seen jumbo mumbo in one science in my life sounds like you read way too much popular paragraph,[1. 1. 0. 0. 0. 0. 1. 0.]
15292,ive never seen such a bunch of psuedo scientific mumbo jumbo in unrivalled paragraph in my biography sounds like you read way too much democratic science,[1. 1. 0. 0. 0. 0. 1. 0.]
15293,ive never seen such a clump of psuedo scientific mumbo jumbo in one paragraph in my animation sounds like you read way too much pop science,[1. 1. 0. 0. 0. 0. 1. 0.]
15294,ive seen such a bunch of scientific mumbo jumbo in one paragraph in my life sounds like you read way much popular science,[1. 1. 0. 0. 0. 0. 1. 0.]
15295,ive never seen such a bunch of psuedo scientific mumbo jumbo in one axerophthol run into paragraph in my life sounds like you read way too much popular science,[1. 1. 0. 0. 0. 0. 1. 0.]
15296,ive never seen a bunch of psuedo scientific mumbo jumbo in one paragraph in my sounds like you read way too much popular science,[1. 1. 0. 0. 0. 0. 1. 0.]
15297,never seen such a bunch of psuedo scientific mumbo jumbo in one paragraph in my life sounds you read way too much popular science,[1. 1. 0. 0. 0. 0. 1. 0.]
15298,ive never seen such a bunch scientific psuedo of mumbo jumbo in one way in my life sounds like too read paragraph you much popular science,[1. 1. 0. 0. 0. 0. 1. 0.]
15299,ive never seen such too bunch of my scientific mumbo jumbo in one paragraph in a life sounds like you read way psuedo much popular science,[1. 1. 0. 0. 0. 0. 1. 0.]
15300,ive never seen such a bunch of psuedo scientific mumbo jumbo in one paragraph in my life sounds like you read way too much popular science ,[1. 1. 0. 0. 0. 0. 1. 0.]
15301,nose breather what mendelsohn proved is that even recollective practising doctors arent immune to charlatanism,[1. 1. 1. 0. 0. 0. 0. 0.]
15302,nose breather what mendelsohn proved is that even long rehearse mend arent immune to quackery,[1. 1. 1. 0. 0. 0. 0. 0.]
15303,nose breather mendelsohn is that long practising doctors arent immune to quackery,[1. 1. 1. 0. 0. 0. 0. 0.]
15304,nose breather what mendelsohn proved is that even long practising arent immune to quackery,[1. 1. 1. 0. 0. 0. 0. 0.]
15305,nose breather what mendelsohn proved exercise repair is that even long practising doctors arent immune to quackery,[1. 1. 1. 0. 0. 0. 0. 0.]
15306,intrude breather what mendelsohn proved is that even long practising doctors arent immune to empiricism,[1. 1. 1. 0. 0. 0. 0. 0.]
15307,nose breather what charlatanism mendelsohn proved is that even long practising doctors arent eve immune to quackery,[1. 1. 1. 0. 0. 0. 0. 0.]
15308,breather what proved is that even long practising doctors arent immune to quackery,[1. 1. 1. 0. 0. 0. 0. 0.]
15309,mendelsohn breather what nose proved is immune even long practising doctors arent that to quackery,[1. 1. 1. 0. 0. 0. 0. 0.]
15310,nose long what mendelsohn proved is that even breather immune doctors arent practising to quackery,[1. 1. 1. 0. 0. 0. 0. 0.]
15311,nose breather what mendelsohn proved is that even long practising doctors arent immune to quackery ,[1. 1. 1. 0. 0. 0. 0. 0.]
15312,you are part of you house why dont the give consistent problem to some deserving refugees it would be your with your self defeating views,[1. 1. 0. 0. 0. 0. 0. 1.]
15313,you are part of the logical problem why dont you give your house to some deserving refugees it would defeat be consistent refugee with your self defeating views,[1. 1. 0. 0. 0. 0. 0. 1.]
15314,you are part of the problem why dont devote you give your house defeat to some deserving information technology refugees it would be consistent with your self defeating views,[1. 1. 0. 0. 0. 0. 0. 1.]
15315,you are part of the problem why dont you sacrifice your house to some deserving refugee it would be consistent with your self defeat views,[1. 1. 0. 0. 0. 0. 0. 1.]
15316,you are part of problem why dont you give house to some deserving refugees it would be consistent with your self views,[1. 1. 0. 0. 0. 0. 0. 1.]
15317,you are views of the problem why dont you give your house to it deserving refugees defeating would be consistent with your self some part,[1. 1. 0. 0. 0. 0. 0. 1.]
15318,you are part of the dont you give your to some refugees it would consistent with your self defeating views,[1. 1. 0. 0. 0. 0. 0. 1.]
15319,you are part of the problem why dont you give your house to some worth refugee it would be reproducible with your self defeating views,[1. 1. 0. 0. 0. 0. 0. 1.]
15320,you are to of the problem why dont you give your house part deserving some refugees it would be consistent with your self views defeating,[1. 1. 0. 0. 0. 0. 0. 1.]
15321,you refugee are function part of the problem equal why dont you give your house to some deserving refugees it would be consistent with your self defeating views,[1. 1. 0. 0. 0. 0. 0. 1.]
15322,you are part of the problem why dont you give your house to some deserving refugees it would be consistent with your self defeating views ,[1. 1. 0. 0. 0. 0. 0. 1.]
15323,just have a stroll from union station up bay street on a weekday morning its bad enough as it is you have to step junkies passed out across sidewalk with their drug donation tins next them,[0. 0. 0. 1. 1. 0. 0. 0.]
15324,just have a amble from union station up bay street on a weekday break of the day its badly decent as it is you have to step over the junkies passed out across the pavement with their drug donation cannister sitting next to them,[0. 0. 0. 1. 1. 0. 0. 0.]
15325,just have over stroll from union station up bay morning next a weekday street its bad enough as it to you have to step sidewalk the junkies passed out across the a with their drug donation tins sitting on is them,[0. 0. 0. 1. 1. 0. 0. 0.]
15326,just a stroll from union station up street a weekday morning its bad enough as it is have to step the junkies passed out the sidewalk with their drug tins sitting next to them,[0. 0. 0. 1. 1. 0. 0. 0.]
15327,just have a amble from sexual union station up bay street on a weekday morning its uncollectible enough as it is you have to ill use over the junkies give out across the sidewalk with their drug contribution tins sitting next to them,[0. 0. 0. 1. 1. 0. 0. 0.]
15328,just have a stroll from union bad up bay across on them weekday enough its station morning as it is the have to drug over you junkies passed out street the sidewalk with their step donation tins sitting next to a,[0. 0. 0. 1. 1. 0. 0. 0.]
15329,just have a stroll union station up bay street weekday morning its enough it is you have to over the passed out across the sidewalk their drug donation sitting next to them,[0. 0. 0. 1. 1. 0. 0. 0.]
15330,just have a stroll from dose union station up bay street it rich person on a rich person rich person weekday morning its bad enough as it is you have to step over the junkies passed out it across the sidewalk with their drug donation tins sitting next to them,[0. 0. 0. 1. 1. 0. 0. 0.]
15331,just have a stroll from union station up bay street on a weekday morning its bad enough as it is you have to step over the side by side junkies ampere passed out across the sidewalk equal with their drug donation transcend tins sitting seat next axerophthol to them,[0. 0. 0. 1. 1. 0. 0. 0.]
15332,enough have sitting stroll from union station up bay morning on a weekday street its bad just a it you is have to step over next junkies passed out across the sidewalk with their drug donation tins as the to them,[0. 0. 0. 1. 1. 0. 0. 0.]
15333,just have a stroll from union station up bay street on a weekday morning its bad enough as it is you have to step over the junkies passed out across the sidewalk with their drug donation tins sitting next to them ,[0. 0. 0. 1. 1. 0. 0. 0.]
15334,yes you probably in all likelihood are bipolar,[1. 1. 1. 0. 0. 0. 1. 0.]
15335,yes are probably you bipolar,[1. 1. 1. 0. 0. 0. 1. 0.]
15336,yes you in all likelihood are bipolar,[1. 1. 1. 0. 0. 0. 1. 0.]
15337,yes you in all likelihood are bipolar,[1. 1. 1. 0. 0. 0. 1. 0.]
15338,yes you probably bipolar are,[1. 1. 1. 0. 0. 0. 1. 0.]
15339,yes probably are bipolar,[1. 1. 1. 0. 0. 0. 1. 0.]
15340,yes you probably are bipolar,[1. 1. 1. 0. 0. 0. 1. 0.]
15341,yes you probably are bipolar,[1. 1. 1. 0. 0. 0. 1. 0.]
15342,yes equal you probably are bipolar,[1. 1. 1. 0. 0. 0. 1. 0.]
15343,yes you plausibly are bipolar,[1. 1. 1. 0. 0. 0. 1. 0.]
15344,yes you probably are bipolar ,[1. 1. 1. 0. 0. 0. 1. 0.]
15345,putin is a fascist and war felonious the thugs in eastern ukrayina and those use up crimea need to be expelled,[1. 0. 0. 0. 0. 0. 1. 0.]
15346,fascist is a eastern need war criminal the thugs in putin ukraine and those occupying crimea and to be expelled,[1. 0. 0. 0. 0. 0. 1. 0.]
15347,putin is a fascist and war criminal the thugs in easterly ukrayina and those occupying crimea necessitate to be expelled,[1. 0. 0. 0. 0. 0. 1. 0.]
15348,putin is a fascist and war criminal occupy the thugs in eastern outlaw ukraine and those equal occupying crimea need to be expelled,[1. 0. 0. 0. 0. 0. 1. 0.]
15349,putin is a fascistic and war deplorable the thugs in eastern ukrayina and those occupying crimea need to be expelled,[1. 0. 0. 0. 0. 0. 1. 0.]
15350,putin fascist a thugs and war in the is criminal eastern ukraine and those occupying crimea need to be expelled,[1. 0. 0. 0. 0. 0. 1. 0.]
15351,putin is a fascist and war criminal expelled to in eastern ukraine and those be crimea need thugs occupying the,[1. 0. 0. 0. 0. 0. 1. 0.]
15352,putin is a fascist and war criminal the thugs in eastern equal axerophthol ukraine and those vladimir putin occupying crimea need to be expelled,[1. 0. 0. 0. 0. 0. 1. 0.]
